 Category,Number, Course Code, Course Title, Course Description, Credit Hours, Department
Education,817,EDUB 3271,Développement Langagière en Immersion Française à l'Élémentaire,Étude des aspects pratiques de l'enseignement en situation d'immersion à l'élémentaire. Sensibilisation aux méthodes et aux techniques susceptibles de développer les compétences en français langue seconde. Préalable: EDUB 3261.,3,Curriculum: Tchng and Learning Department
Education,818,EDUB 3281,Développement Langagière en Immersion Française,Étude des aspects pratiques de l'enseignement en situation d'immersion au secondaire. Sensibilisation aux méthodes et aux techniques susceptibles de développer les compétences en français langue seconde. Préalable: EDUB 3261.,3,Curriculum: Tchng and Learning Department
Education,819,EDUB 3291,Principes et pratiques de l'évaluation des apprentissages,Ce cours permettra aux étudiantes et aux étudiants de comprendre les approches et les principes permettant d'évaluer la progression des apprentissages et le degré d'acquisition des compétences des élèves.,3,Curriculum: Tchng and Learning Department
Education,820,EDUB 3305,Introduction à l'enseignement,"Ce cours fournira des occasions d'exploration, de discussion et de réflexion professionnelle sur divers aspects théoriques de l'enseignement. Le cours est destiné aux étudiantes et étudiants en première année du baccalauréat en éducation. On ne peut se faire créditer EDUB 3305 et l'ancien EDUB 1011.",3,Curriculum: Tchng and Learning Department
Education,821,EDUB 3307,Stages en millieu scolaire 1,"Ces stages en millieu scolaire seront effectués sous la surveillance du personnel de la Faculté et de l'école d'accueil et présenteront aux étudiantes et étudiants des occasions d'observation, de consultation et de mise en application des aspects théoriques de l'enseignement et de l'apprentissage. Le cours est destiné aux étudiants en première année du baccalauréat en éducation. On ne peut se faire créditer EDUB 3307 et l'ancien EDUB 1011. Une note de réussite ou d'échec sera attribuée pour ce cours.",3,Curriculum: Tchng and Learning Department
Education,822,EDUB 3310,Early Years: Practicum 1,"Practical teaching experience for Early Years in a Manitoba school with the guidance and under the supervision of a faculty advisor and cooperating teacher(s). May not be held with the former EDUB 1960. This is a pass/fail course. Pre- or corequisites: [3 credit hours from: EDUA 3404 (or the former EDUA 3400), EDUB 3406 (or the former EDUB 3402), EDUB 3018] and [3 credit hours from EDUB 3010, EDUB 3012].",3,Curriculum: Tchng and Learning Department
Education,823,EDUB 3311,Perfectionnement du français,"Appronfondissement des notions de la grammaire des particularités orthographiques du français. Étude des outils et des stratégies à l'autocorrection. Bref aperçu des anglicismes, de la cohérence textuelle et des stratégies de lecture et d'écriture. *Ce cours de perfectionnement ne compte pas pour le baccalauréat en éducation. Les cours additionnels pour le perfectionnement linguistique sont au-délà des 60 crédits du baccalauréat en éducation.",3,Curriculum: Tchng and Learning Department
Education,824,EDUB 3312,Early Years: Practicum 2,"Practical teaching experience for Early Years in a Manitoba school with the guidance and under the supervision of a faculty advisor and cooperating teacher(s). May not be held with the former EDUB 1960. This is a pass/fail course. Prerequisite: EDUB 3310. Pre- or corequisites: [3 credit hours from EDUA 3404 (or the former EDUA 3400) or EDUB 3406 (or the former EDUB 3402)] and EDUB 3010, EDUB 3012, EDUB 3018.",3,Curriculum: Tchng and Learning Department
Education,825,EDUB 3313,Perspectives Autochtones en Contexte Scolaire,"Introduction aux perspectives culturelles autochtones et metisses en contexte scolaire dimensions historique, anthropologique, ethique et pedagogique. Developpement de competences professionnelles relatives a l'enseignement dans un environnement autochtone et metis.",3,Curriculum: Tchng and Learning Department
Education,826,EDUB 3320,Middle Years: Practicum 1,"Practical teaching experience for Middle Years in a Manitoba school with the guidance and under the supervision of a faculty advisor and cooperating teacher(s). May not be held with the former EDUB 1970. This is a pass/fail course. Pre- or corequisites: EDUB 3050 and [3 credit hours from: EDUA 3404 (or the former EDUA 3400), EDUB 3406 (or the former EDUB 3402), EDUB 3506 (or the former EDUB 1620), EDUB 3508 (or the former EDUB 1820), EDUA 3420, EDUB 3426, EDUB 3510].",3,Curriculum: Tchng and Learning Department
Education,827,EDUB 3321,Analyse grammaticale et redaction,Revision des notions grammaticales. Apprentissage des diverses techniques de redaction. Etude contrastive de I'anglais et du frangais. Maitrise de la revision Iinguistique.,3,Curriculum: Tchng and Learning Department
Education,828,EDUB 3322,Middle Years: Practicum 2,"Practical teaching experience for Middle Years in a Manitoba school with the guidance and under the supervision of a faculty advisor and cooperating teacher(s). May not be held with the former EDUB 1970. This is a pass/fail course. Prerequisite: EDUB 3320. Pre- or corequisites: EDUB 3052 and [3 credit hours from: EDUA 3404 (or the former EDUA 3400) or EDUB 3406 (or the former EDUB 3402)] and [3 credit hours from: EDUB 3506 (or the former EDUB 1620), EDUB 3508 (or the former EDUB 1820), EDUA 3420, EDUB 3426, EDUB 3510].",3,Curriculum: Tchng and Learning Department
Education,829,EDUB 3330,Senior Years: Practicum 1,"Practical teaching experience for Senior Years in a Manitoba school with the guidance and under supervision of a faculty advisor and cooperating teacher(s). May not be held with the former EDUB 1980. This is a pass/fail course. Pre- or corequisites: EDUB 3100 and [3 credit hours from: EDUB 3110, EDUB 3120, EDUB 3130, EDUB 3140] and [3 credit hours from: EDUA 3404 (or the former EDUA 3400), EDUB 3406 (or the former EDUB 3402), EDUB 3506 (or the former EDUB 1620), EDUB 3508 (or the former EDUB 1820), EDUA 3420, EDUB 3426, EDUB 3510].",3,Curriculum: Tchng and Learning Department
Education,830,EDUB 3332,Senior Years: Practicum 2,"Practical teaching experience for Senior Years in a Manitoba school with the guidance and under the supervision of a faculty advisor and cooperating teacher(s). May not be held with the former EDUB 1980. This is a pass/fail course. Prerequisite: EDUB 3330. Pre- or corequisites: [3 credit hours from: EDUA 3404 (or the former EDUA 3400) or EDUB 3406 (or the former EDUB 3402)] and [3 credit hours from: EDUB 3506 (or the former EDUB 1620), EDUB 3508 (or the former EDUB 1820), EDUA 3420, EDUB 3426, EDUB 3510].",3,Curriculum: Tchng and Learning Department
Education,831,EDUB 3406,Indigenous Perspectives and the Curriculum,"The course will focus on fostering teacher candidate pedagogical knowledge, orientations and capabilities for developing and implementing curricula for kindergarten through to Grade 12 that reflect Indigenous perspectives. May not be held with the former EDUB 1602, the former EDUB 3402 or EDUB 1840 when titled Integrating Aboriginal Perspectives into the Manitoba Curriculum.""""",3,Curriculum: Tchng and Learning Department
